codigo_materia,nome_materia,vetor_embedding
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,"[0.0037825087,-0.004720173,0.009667767,-0.059361674,0.000101408805,-0.0035906546,-0.00047287642,0.020889224,0.010114401,-0.0103581995,-0.0027367813,0.011089685,-0.004383439,0.035045154,0.12145448,-0.0020861954,0.0045732176,-0.008764564,0.0017482872,-0.016842905,0.01899119,-0.0045661866,-0.00770853,-0.010140525,-0.032348603,0.018314254,0.030182764,0.015432752,0.044226512,-0.03424725,-0.018783148,0.015629882,0.021362,0.019481504,0.0016866056,0.025087861,0.014640234,-0.004633912,-0.008241798,0.021629443,0.0062581096,0.017626507,-0.007820394,0.02635285,0.032467604,-0.011202865,0.0022865345,-0.03249914,-0.022306573,0.008759314,-0.011824232,-0.0085772965,-0.015408629,-0.1797103,0.009030802,-0.0022409747,-0.014227811,-0.01260182,0.0054696267,0.009027173,-0.032202084,0.011450001,-0.008547299,0.007042323,-0.010406432,-0.00022162666,0.01916087,0.0092520425,-0.038413987,-0.023464195,-0.012518205,-0.012717515,-7.9702295e-06,-0.016791757,-0.008969414,-0.0021893727,-0.0003864514,0.014433538,0.008602294,0.058693927,-0.017305324,0.009821953,-0.00011752516,-0.008408544,-0.023537593,-0.024085978,-0.0030208593,-0.005200262,-0.01346739,0.005216724,-0.012822673,0.0071697137,-0.012478678,0.014984174,-0.012739674,-0.015253759,-0.013388874,-0.011973565,-0.012408072,0.014269732,-0.009873448,-0.00057582237,0.00997545,-0.027272774,0.023480942,-0.022690577,0.01358183,0.00086987746,-0.017940957,0.021864312,-0.0030228032,0.004878108,0.0056749,0.005450752,-0.00065950875,-0.19269137,0.01817995,0.010088865,-0.017053027,0.00772743,-0.018447503,0.010076902,0.0024117616,-0.0036711378,0.006834496,-0.005236415,0.0070530865,-0.010785588,-0.041039627,-0.006722064,0.017624512,-0.016480453,-0.006679725,0.017206771,-0.013014136,0.05573094,-0.042070303,-0.010775273,0.00011925056,0.00025417728,-0.013318024,0.012993213,0.020315759,0.026263338,-0.025039284,0.0033453652,-0.022691336,0.0025245976,0.015761757,-0.009825789,0.018423084,-0.009722347,0.0072997827,-0.022285135,-0.0016202772,-0.050410945,0.0029922093,0.003224543,-0.014414672,0.019951213,0.0013452134,-0.014903334,-0.0092239715,0.040118057,0.0006437806,0.026132133,0.0153166745,0.014218162,0.00042483612,0.01719256,0.01019745,-0.02539637,-0.013399131,-0.008974487,-0.0044798083,0.0036068533,0.0146039175,0.011535201,-0.002842144,-0.013811972,-0.0021129241,0.012008301,0.0025926768,0.00037116907,-0.0013762178,-0.007478408,-0.0067333276,0.01771718,0.008731005,-0.0035889274,-0.019013835,-0.012638863,-0.01528869,-0.016084012,0.0024945678,0.0009869355,-0.0008767469,0.006114653,-0.0022568072,0.023758264,0.005581229,-0.012128412,0.0037541767,-0.022928815,0.0032477854,-0.004493955,-0.011918725,-0.024964195,-0.005182277,-0.0016138764,-0.014461681,0.011913241,-0.004593959,-0.0032755374,0.011808713,-0.021424446,0.010403393,-0.008923561,0.005629592,-0.004439275,0.012163465,-0.0052221115,-0.00088259677,0.0027648632,-0.0015036035,-0.005735027,-0.012984409,-0.0031060271,0.020991873,0.0016965431,-0.00065332605,0.0047007143,0.00026276536,0.012468292,-0.006230461,-0.022704354,-0.009662429,0.009336367,0.023979018,-0.024899272,-0.023174303,0.007611067,-0.010096069,-0.00022734328,0.019765036,-0.017689819,0.014419535,0.03711596,-0.0034386285,-0.0040022186,-0.014585594,0.013464048,-0.0050988705,0.0029783202,0.0038525083,0.004968458]"
CIC0261,ESTUDOS EM INTELIGÊNCIA ARTIFICIAL,"[0.0027150388,-0.0009123691,0.0059595876,-0.058658924,-0.004462614,-0.004848854,-0.006582778,0.018951748,0.0141563425,-0.007852552,-0.005232908,0.005697607,-0.005135777,0.037623096,0.11514269,-0.008224717,0.006191731,-0.0049984306,0.009218813,-0.020237796,0.028262096,-0.005501044,-0.012245905,-0.008825257,-0.040006705,0.010968631,0.028247822,0.016259557,0.0394204,-0.030307777,-0.020157762,0.028324973,0.026189387,0.011884518,-0.0025157884,0.026463209,0.009163206,-0.0021531472,-0.018484522,0.017736383,0.0014198116,0.021912804,-0.0032899335,0.023674536,0.03407305,-0.013504844,0.011415977,-0.030970167,-0.02176654,0.0035857237,-0.0035904075,-0.013482515,-0.014426278,-0.17839162,0.013820238,0.00014105922,-0.016603453,-0.019489886,0.003943737,0.008432964,-0.03864716,0.011753718,-0.016491635,0.007477582,-0.0046789106,0.0059377607,0.028297847,0.015797693,-0.035610523,-0.025552165,-0.010856962,-0.01437089,0.009501326,-0.014915503,-0.018066363,-0.009202653,-0.00087222527,0.0137237655,-0.0027637298,0.06624971,-0.013573898,0.0037147454,0.0034197427,-0.0050311536,-0.018291876,-0.018846175,-0.000506041,0.008030725,-0.01832006,0.0065286765,-0.02386592,0.015791733,-0.01163184,0.012109712,-0.013111513,-0.0189921,-0.008817485,-0.008042311,-0.00915866,0.01145175,-0.0060111503,-0.0008435268,0.007145712,-0.023196511,0.011115232,-0.022364851,0.0051032985,0.00479151,-0.020207286,0.018004509,0.0029320426,0.011056302,0.008997036,0.0060840896,-0.0073174303,-0.19695407,0.010385667,0.014160493,-0.008126736,0.006324823,-0.020909905,0.008530797,0.0019474624,-0.0056325654,0.0053223446,-0.003120142,0.006652035,-0.0155805005,-0.029772999,-0.0058118333,0.011427289,-0.019683134,-0.008973814,0.01816249,-0.012338881,0.057267834,-0.04749268,-0.010341533,0.007394712,0.003066602,-0.015246285,0.012881612,0.02311015,0.030139133,-0.024812404,-0.0026577946,-0.017654777,-0.0042429236,0.014781478,-0.008381621,0.02142963,-0.00041408313,0.0006345068,-0.014628842,-0.00051310984,-0.042322744,0.0058502103,0.001797817,-0.0114634605,0.018940788,0.012325379,-0.011511084,-0.011499931,0.03129825,-0.002760835,0.020137522,0.010119202,0.010292186,0.0024397166,0.016953453,0.009598758,-0.025060717,-0.01696708,-0.010531214,-0.0061757835,0.0048898016,0.012009011,0.003124356,-0.0047604875,-0.01116966,-0.0035005328,0.007098652,0.008448515,-0.0044694757,0.003553587,-0.004925976,-0.0014573409,0.027380547,0.0077062505,0.0024754158,-0.018180288,-0.008126042,-0.01687172,-0.02149765,0.0016642965,0.00026187103,0.0005865215,0.004089682,-0.0023474328,0.023147546,0.0049077603,-0.002931498,0.0015186946,-0.029246481,0.01599376,-0.0038481432,-0.009839531,-0.017450348,-0.007933758,0.010833907,-0.015016128,0.008948862,-0.0068122935,-0.0026857601,0.0130768735,-0.019646114,0.006391218,-0.00927246,0.006138263,-0.010576818,0.004016865,0.0052276915,-0.0009928752,0.004385126,-0.008234864,-0.00726422,-0.017175384,-0.01072671,0.018326122,-0.0019535793,0.005399694,0.008722629,-0.0015626708,0.010846051,0.0012699609,-0.024933958,-0.012119355,0.010023644,0.028711807,-0.024915582,-0.018782718,0.0033435428,-0.0055332417,-0.006524726,0.02077822,-0.029394556,0.022939418,0.041083228,-0.00058356737,-0.009014439,-0.012485125,0.022171393,-0.0025933147,0.0077816434,0.0052156355,0.011786741]"
ICE0007,ETICA EM INTELIGENCIA ARTIFICIA,"[-0.014437556,-0.004576759,0.01639346,-0.073668584,0.001858379,-0.0016181259,-0.0150754405,0.018152002,0.018249225,-0.017890412,0.0069421683,0.015605259,0.010933119,0.0020469455,0.12104085,0.014221432,0.009926022,0.0030716453,0.009262638,-0.0036049224,0.034806404,0.016691642,-0.019075433,-0.01720914,-0.012363836,0.006994851,0.024509743,0.006725612,0.013178398,-0.024744224,-0.00560749,0.011209146,0.020782547,0.033461567,-0.0045441994,0.010055505,-0.007844423,0.0022898149,-0.029865047,0.01000437,0.00060464564,0.00922057,-0.011927321,0.011145808,0.006802671,0.013979302,0.022661453,-0.029596742,-0.013672164,-0.016930772,-0.0043001734,-0.005766062,-0.024315167,-0.21479137,0.0030597933,-0.011582355,-0.017967645,0.007143832,-0.008335693,-0.010338708,-0.035487853,0.0112492405,-0.009804139,0.00043156292,0.007908558,0.007283624,0.034306787,0.016447814,-0.021741433,-0.007773298,0.003899486,-0.018087227,0.014926124,-0.018191095,-0.01020468,0.0021659327,-0.012632369,0.0015385028,0.00033396587,0.036370944,-0.023447266,0.0030931302,0.016929217,-0.018525537,-0.008254843,-0.0088407295,0.0037693414,-0.002282672,-0.013775111,-0.0069738366,-0.025356976,0.009830167,-0.009417916,0.0064615216,0.0048688417,-0.0026623376,0.00011929935,0.0025027904,-0.01877763,-0.012967864,-0.014034615,-0.00407877,-0.00031832277,-0.013891914,0.019212838,-0.010782218,0.008902789,-0.015957298,-0.008193438,0.030800762,0.0145195555,-0.00077873276,-0.012290558,0.011790817,-0.0027258182,-0.20149244,-0.006872792,0.0031658702,0.004795385,-0.00654641,-0.007047519,0.029555626,0.011784227,0.00040337924,0.014095098,0.00307428,0.0209792,-0.007505952,0.007215338,0.00028057187,-0.0040371567,-2.0091668e-06,-0.0019998173,0.0047153593,0.006397241,0.061803352,-0.032704707,-0.0007458887,0.021369386,0.0049517713,-0.0047250013,0.040049512,0.015879726,0.01191986,-0.0025952614,-0.0016028231,-0.015199361,-0.0030192186,0.020921456,-0.017865991,0.004838655,-0.010483054,-0.014713916,-0.00933279,-0.022186948,-0.043400478,0.01688218,-0.016513253,0.011194791,0.0066079115,0.0044425316,-0.008142567,-0.01776093,0.029143132,-0.009426821,-0.0022827494,-0.0004914809,-0.0019543946,0.005441496,0.0077825524,-0.0041230284,-0.046618693,-0.0029251731,-0.008735525,0.0052329507,0.023671472,0.014843802,-0.0137710655,-0.0024849703,-0.012760333,-0.011919546,-0.01848012,0.010346275,-0.023998717,-0.0030211918,-0.0108619975,0.006287367,0.014312303,0.004597808,-8.141629e-06,-0.015139363,-0.007904337,0.0056810454,-0.016038274,0.010792886,0.002068919,-0.005546686,-0.0011521182,0.004956032,0.030193573,0.011830838,0.0022944778,0.0043290597,-0.029898625,0.0028329552,-0.018202579,-0.022856375,-0.024771841,0.004083428,-0.0097774295,-0.004977778,-0.0010658547,-0.0070743808,0.0016117821,0.015874006,-0.01563372,-0.0139969895,-0.015391551,0.03211115,-0.008043557,-0.0018937861,0.0017649409,0.004052199,0.0046783974,0.0015024424,-0.02991689,-0.013026919,-0.012795676,-0.0006426382,0.017734887,0.0110661965,0.02374571,0.0014779875,0.016728848,0.023314197,-0.015923096,-0.017486917,-0.014617192,0.014526022,-0.0009763367,-0.0052395076,0.00059950934,0.0020694216,-0.007060046,0.013137665,0.009003233,0.000114266804,0.034241043,-0.014661547,-0.02538659,-0.012522124,0.01920972,-0.011096628,0.016910845,0.022112379,0.008517117]"
ICE0006,FORMACAO EM INTELIGENCIA ARTIFICIAL,"[-0.0070378245,-0.004022268,0.014488187,-0.07383417,-0.008151479,-0.008697507,-0.008276451,0.020135554,0.0057655997,-0.014293749,-0.008126907,0.0009759629,0.0034246147,0.0040918738,0.15326999,0.00077814725,-0.0008740167,-0.006951667,0.0072819036,-0.0138373785,0.023124408,0.014391987,-0.012840099,-0.01404075,-0.020210061,-0.002845608,0.039465368,0.006581186,0.017202474,-0.018790891,-0.0078234235,0.016262546,0.034291614,0.0222775,-0.01064956,0.023129938,-0.00089261966,-0.01743138,-0.004413214,0.02193042,0.013372195,0.019121237,-0.0061216545,0.014378578,0.0010537542,-0.010480432,0.018756758,-0.030018637,-0.007998793,0.0019938399,-0.005204317,0.0033784,-0.014284443,-0.23053603,0.00081637135,-0.013199992,-0.0026425433,-0.0047821184,0.0018105702,-0.0068006865,-0.019704292,0.015102399,-0.006978556,0.0025536688,-0.0022733065,0.005216906,0.02397074,0.009330467,-0.015430629,-0.01768401,0.0128160855,-0.003705159,0.014770607,-0.016399877,-0.008009596,-0.0099177975,-0.0029897457,-0.00020230254,0.0059141982,0.047408197,-0.010996505,-0.005114764,0.009399579,-0.0071176705,-0.012557113,-0.018577477,-0.011883417,-0.0023777487,-0.005819938,-0.0017902704,-0.008035766,-0.0007062939,-0.012072659,0.011420068,-0.014772663,-0.026171135,0.004979826,-0.0023078886,-0.0028442554,-0.0029158709,-0.009132011,0.00695755,-0.00529473,-0.0047286805,0.014816256,-0.02388214,0.017582402,-0.011570178,-0.005299748,0.0113423085,0.007121304,-0.005725747,0.004059591,0.0063006836,-0.004328986,-0.1934368,0.022886224,0.018020667,-0.0059463643,-0.0056528393,-0.014986396,0.02268244,0.02316081,-0.002358845,0.0044223573,-0.0011145644,-0.0036628137,0.0013499868,-0.028494988,-0.008123307,-0.005237176,-0.014507297,-0.008122523,0.0037679356,0.013888811,0.055053268,-0.023786489,0.00323978,0.014454288,-0.013352105,-0.018422453,0.027836379,0.010403003,0.026991935,-0.0011985549,0.002243935,-0.013273789,0.0045943256,0.007343115,-0.023195254,0.012633042,-0.0156905,-0.0014904727,0.0033435784,-0.007583087,-0.026034882,0.01008304,-0.006316027,-0.0074638096,0.004513041,0.0137009835,-0.011762896,0.00017191008,0.016088143,0.0064708865,0.015261595,0.00047705238,0.005698657,-0.0019115858,0.011178765,0.00249326,-0.032781687,-0.022156449,-0.0022810402,0.0020440642,0.0033901057,0.007450135,-0.0058214534,-0.008182605,-0.00052214833,-0.012835168,-0.0042057517,-0.0052848067,-0.018730542,-0.0034895448,-0.009577526,-0.007741702,0.01446225,0.0013086596,0.0030128243,-0.020131959,-0.016612973,0.0047453106,-0.015458053,-0.002637248,-0.009991478,0.011234969,0.007040264,-0.0043871584,0.02587667,0.018940672,-0.012478549,0.022788884,-0.01737662,0.0035060968,-0.0037091847,-0.01143278,-0.018193224,-0.00019207902,-0.0031108945,-0.0077805137,-0.003568996,-0.004260753,0.0026588403,-0.009122931,-0.028375374,0.007830931,-0.018156966,0.004298624,-0.013073071,0.012771357,-0.011500615,0.014538442,-0.008949247,0.00085478026,-0.023600915,-0.031222008,-0.007194024,0.025496159,0.00558224,0.0058794124,0.013333641,0.006595887,0.020414352,-0.00094015343,-0.01849977,-0.005922669,0.0023679358,0.025686728,0.0009961099,-0.015161015,0.027151173,0.0031039668,-0.009752289,0.017903477,-0.014055472,0.0030309006,0.020600406,-0.0115149,-0.0035950383,-0.012334968,0.02633296,-0.021028858,-0.0038379482,0.009438293,-0.0005430832]"
EST0161,FUNDAMENTOS DE APRENDIZADO DE MAQUINA,"[0.0023602105,0.0052845622,0.015754953,-0.07808663,-0.009789315,0.015653716,-0.018200632,0.0040112115,-0.0031722402,0.005489702,0.007607071,0.010658507,0.011176286,-0.0073411525,0.14875816,0.017993992,0.00049196405,-0.013700816,-0.0024777332,0.00086386944,0.01912354,0.022119066,-0.022334242,-0.011719636,-0.0059819594,0.010606292,0.015129435,0.005701946,0.0037861366,-0.014112424,0.004219258,0.020509753,0.035454802,0.02588492,-0.02617739,0.021431694,-0.020458752,-0.014628396,0.0070140427,0.023104714,0.0032239396,0.002754701,0.0009802837,0.009832367,0.010168569,-0.0016894971,0.014027517,-0.023298532,-0.01296007,-0.007820632,-0.0018223637,-0.005396887,-0.006937948,-0.24639568,0.009921854,-0.0056150295,-0.005254566,0.0071756905,-0.0007974388,-0.012660881,-0.02707853,0.03430196,-0.011576904,0.0029028298,0.010006355,-1.4094267e-06,0.032134503,0.012579928,-0.022309348,-0.030434994,0.004515943,-0.007583087,0.019900823,-0.015466944,-0.019364996,-0.0027077347,-0.0022560388,0.0040725544,-0.0074818307,0.032449584,0.0080195125,-0.0013795241,0.013256039,-0.006711109,-0.0004886613,0.01785552,-0.012283222,0.001786041,0.00036608247,-0.0035575917,-0.0028697897,0.006778834,0.008084242,0.0044073416,-0.014044091,-0.0039688004,6.66543e-05,0.005327099,0.00070300006,-0.01634956,-0.003326464,-0.0042628665,-0.003090708,-0.021634022,0.011689277,-0.013728473,0.016669033,-0.009902785,-0.014680437,0.002698999,0.0012888538,0.008977864,0.014737961,-0.0047342526,-0.0010827071,-0.20251541,-0.0014658843,0.018519258,-0.009785331,-0.015322082,0.004052804,0.0059383167,0.01248203,0.010063633,0.004117195,0.013284842,0.008698783,-0.0018735644,-0.016922612,-0.010444368,-0.013373009,0.004279653,0.0010033865,-0.0028188117,0.0057716137,0.038198818,-0.019605624,-0.018861223,0.0054677175,-0.018892096,-0.009008988,0.008463909,0.0012022678,0.024227789,-0.009523227,-0.0059237774,-0.022931298,-0.0077422396,-0.0076015545,-0.0150907235,0.003121345,-0.008819918,-0.0057089636,-0.0023469736,-0.002665299,-0.038978875,0.0070384284,0.0035364933,-0.012547304,0.008781129,-0.0013902383,0.0017219837,-0.0023374427,0.010895588,-0.0061811036,0.016470341,-0.009745712,0.0022452737,-0.01259246,0.005780238,-0.0030654555,-0.013066688,-0.017387845,0.005435265,0.0032355175,0.0067856433,-0.01845983,-0.017597945,-0.006964282,0.0064390427,-0.006449703,0.0071791746,0.00012943435,-0.010169045,-0.00082141487,-0.0063040024,0.01360969,0.022238646,-0.013404593,-0.011415862,-0.025714679,-0.007636089,0.0014074927,-0.010082466,-0.0027832433,-0.01277463,0.0066267983,-0.0023703778,-0.0067778463,0.0123638,-0.0037142474,-0.014348688,0.01733913,-0.0049231052,0.015059125,-0.010970327,-0.023687914,-0.004708662,0.006548581,0.009831384,0.017188495,-0.0033244162,-0.0022059216,-0.011443784,0.0016658077,-0.016633661,-0.0085440725,0.001451629,0.0076213544,-0.004011933,-0.0076852175,0.0015906394,0.003877641,-0.0007653321,-0.0010165161,-0.01516389,-0.036984496,-0.0130284345,0.001708621,-0.006608442,0.010046688,0.025548799,0.011216436,0.022761205,0.007271731,-0.008988065,-0.024209416,0.0027572098,0.025439745,0.0021839815,-0.009836138,0.010509504,-0.005694243,-0.0061524506,0.02087971,0.01588063,-0.0007162036,0.018415561,-0.013602126,0.0130149,0.0010289013,0.02448454,-0.0040131332,-0.0043239086,0.0037507617,0.010187011]"
FCTE0001,FUNDAMENTOS LÓGICOS DE INTELIGÊNCIA ARTIFICIAL,"[-0.0029586232,-0.0025506949,0.008890004,-0.05527823,-0.0071289027,0.0029993332,-0.01670828,0.01728674,0.02072919,-0.018610112,0.0043337042,0.0041683572,0.00085540133,0.02561102,0.11698922,-0.013327166,0.0025215712,-0.00085748074,0.011741483,-0.022223955,0.025588831,0.013411041,-0.025179116,-0.018323004,-0.015548379,0.030911429,0.0033693223,0.028738987,0.02775091,-0.021688893,-0.0145702185,0.027595554,0.009143515,0.021211248,-0.0016442025,0.030970614,-0.007893936,-0.023078434,-0.008301733,0.041216806,-0.004718714,0.021006776,0.0063930643,-0.0029990117,0.017101835,0.009152448,0.01794783,-0.018962095,-0.016959805,-0.0078078522,-0.005725032,-0.004404905,-0.021426225,-0.18618631,-0.0021989583,-0.033256702,-0.0110706305,-0.02066555,0.0060456656,0.006973174,-0.03621237,0.007917754,-0.023783553,0.018617732,0.013660612,0.012829505,0.03368579,0.036051057,-0.03600939,-0.021928048,0.002654476,-0.0024948276,0.018299738,-0.0062034884,-0.018630704,0.0002536084,-0.006160048,0.010277706,0.0032592618,0.042953324,-0.0019455671,-0.0052125864,-0.000882075,-0.009630832,-0.0060981265,-0.023031535,0.022692248,-0.003270648,-0.011740131,0.0031299633,-0.02027255,0.00026686158,-0.009863331,0.01015717,0.02079136,-0.008687842,0.00036919463,0.014312034,-0.007592891,-0.0062787775,-0.013430023,-0.013774429,0.003894307,-0.012575114,0.003984156,-0.0028067944,0.024879884,0.004686302,-0.015047255,0.0041683707,0.0064664166,0.0040831254,0.0070894863,-0.0020102072,-0.0106378775,-0.21179947,0.013945715,0.025039608,-0.011831258,-0.010183466,-0.015499635,0.018166099,-0.01812749,0.007506996,-0.004100415,-0.017804923,0.005755493,-0.0019812074,-0.0049208743,-0.017695392,-0.013190824,-0.0073415455,-0.013051955,0.01588801,-0.002721417,0.05698953,-0.022949036,-0.012227566,0.0109076435,-0.0073247766,-0.0017694056,0.010734981,0.026644062,0.03395994,-0.0066398056,0.0016967301,-0.003452811,0.0035237416,0.009388826,-0.020307,0.0092148725,0.0112354765,-0.012614759,-0.018949056,0.0022283618,-0.0469119,0.015369656,-0.004502316,-0.0053993114,0.013905167,0.0074214707,-0.02183261,-0.0033991823,0.016347865,-0.006138209,-0.0034100567,-0.008408434,0.015432784,-0.0091607105,0.028324204,0.0035831863,-0.030072624,-0.020585684,-0.011463307,0.015224795,-0.0086159585,0.008552374,-0.0047204364,-0.023193313,-0.012229709,-0.00086798606,-0.0037985966,-0.009163351,-0.007676017,-0.011732456,-0.0018542772,0.002999221,0.017949255,-0.000869972,0.005931427,-0.015555792,-0.022830496,0.009681875,-0.001325716,0.0005957815,0.002745728,0.0071894513,-0.0035566578,0.013938668,0.019704537,0.009657618,-2.71011e-05,-0.003083037,-0.018602444,-0.01537071,-0.003623835,-0.00910175,-0.013968527,0.0011342996,0.0068872347,-0.009016751,0.0041048317,0.005372158,0.017399233,0.0052814498,-0.025182204,-0.0014042588,-0.0021283894,0.009725208,-0.004864171,-0.0032066428,0.0009136125,-0.00020608108,0.0030667207,0.012587631,-0.008139006,-0.011179839,-0.009315661,0.021420201,0.008124189,0.009161026,-0.002632801,0.0068081636,0.008508474,0.013759889,-0.018981397,-0.0019437312,0.0076095,0.037843674,0.0029695372,0.012857992,0.008644986,-0.015337087,-0.0050501134,0.031757586,-0.0011722877,0.0007589071,0.027942112,0.00047125353,0.007123391,-0.018733537,0.03608186,-0.017450828,-0.0049276315,0.02248417,0.0031713485]"
FAV0120,INSEMINACAO ARTIFICIAL,null
FGA0221,INTELIGÊNCIA ARTIFICIAL,"[0.0047774455,-0.015115949,0.015074581,-0.050193213,-0.008643135,-0.015781235,-0.0053768456,0.0066267974,0.0028271624,-0.012478315,-0.0071986527,0.008964865,-0.0033863026,0.03547999,0.105065905,-0.015857112,-0.0049901996,-0.0025504357,0.009922859,-0.020299148,0.03786747,-0.0058233207,-0.009848148,-0.01989176,-0.022413274,0.011478236,0.009844419,0.011456643,0.028909829,-0.016693406,-0.018005699,0.048352536,0.0157878,0.019687666,-0.0072635394,0.012693121,-0.007855797,-0.0062644854,-0.014559343,0.0173691,0.0036339092,0.0145679265,-0.009568294,0.013618893,0.007937713,0.0060181385,0.01546285,-0.013119931,-0.00892114,-0.00030384597,-0.002956783,-0.012684585,-0.006759777,-0.1927378,0.004860643,-0.017667143,-0.019806314,-0.018252114,0.0055346056,0.00050599006,-0.027135499,0.013930516,-0.021867726,-0.0032660319,0.0036784906,-0.0045048604,0.03283444,0.012631791,-0.023636498,-0.004361954,0.0068497527,-0.00094428303,0.015950179,-0.007922979,-0.01869773,-0.018798854,-0.00040355918,0.009758669,0.008334604,0.041124478,-0.01794521,-0.0104399305,0.0066677416,-0.0109561635,-0.001435881,-0.037915617,0.0069795,-0.0043184278,-0.015421178,-0.005549523,-0.012815365,0.008258657,-0.004760093,0.0025685846,-0.0040255603,0.001549486,-0.016622832,0.01129139,-0.011672986,5.1066534e-05,-0.00739626,-0.005126577,-5.7520774e-06,-0.002347017,0.0025393178,-0.010665564,0.015974712,0.0027680835,-0.017096184,0.012387763,-0.011580161,-0.010657424,0.004933553,0.0060999305,-0.0005813629,-0.20533097,0.021157479,-0.00617064,0.012191503,-0.01703398,-0.015567158,0.010860651,0.013018507,-0.007462049,0.013331155,-0.008111462,0.011478794,0.0013533093,-0.019647093,-0.0016129932,0.0046584485,-0.011119343,-0.012826614,0.01324072,0.0109278215,0.041961383,-0.037063688,-0.0007932921,0.010129581,0.003168261,-0.00483776,0.0036712931,0.0015706427,0.022912936,-0.0023108586,0.0013155815,-0.018004365,-0.002292815,0.012356188,-0.024488842,0.024475299,-0.0012494036,-0.010045505,-0.004532812,0.004439674,-0.038472623,0.00397465,0.008851007,-0.006737378,0.00680655,0.0038019386,-0.017657453,0.0030732732,0.017825807,-0.007135961,0.013596306,0.008575871,0.012260427,1.6268687e-05,0.028983045,0.015202626,-0.02610484,-0.023446493,0.0006583707,-0.0069109243,0.0050983704,0.014826754,-0.0040902323,-0.018080523,-0.023912946,-0.015867613,0.007508881,0.006011194,0.0008381529,-0.0020026914,-0.0034456444,-0.0052097375,0.015581681,0.004523951,0.017354293,-0.008873558,-0.0064297384,0.0065071993,-0.027768066,-0.0033876018,0.018853761,-0.0042086467,0.0046364325,0.019598505,0.025661137,-0.0003623718,0.00722569,0.015299384,-0.03302894,3.2801395e-06,-0.0024959876,-0.004385044,-0.031154908,-0.002454102,0.009389668,-0.021762062,0.016428603,0.0036929098,-0.0049743527,-0.00071906974,-0.011162204,-0.009769205,-0.018443463,0.010938729,-0.007713644,0.0080136685,0.0018676964,0.0004861147,0.00462156,0.0056348387,-0.0040898314,-0.026526678,-0.004369994,0.013868093,-0.005538534,0.02756126,0.014894887,-0.0038543027,0.020291286,0.018287465,-0.0024910534,-0.010892601,-0.011990654,0.020957123,-0.021054927,-0.016827513,0.0052857837,-0.0032845673,0.013804881,0.0024649547,-0.010396811,0.008365201,0.031511065,0.008356743,0.0037122548,-0.01780294,0.030379001,-0.013205637,-0.010749936,-0.0014566305,-0.0005089407]"
